hgnc_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl,entrez
BCAS2,1461.70935672801,-0.18351674669148,0.14511544488488,-1.26462587657065,0.206005472497614,0.473832422860589,ENSG00000116752,10286
BCAT1,4069.06312746055,-0.437399194151148,0.366193359054332,-1.19444873408054,0.232302483118816,0.503955592548918,ENSG00000060982,586
BEND5,506.78885906723,-0.205287991827289,0.485950450517248,-0.422446345319321,0.672699256004563,0.847358902147083,ENSG00000162373,79656
BEND6,405.320288674157,0.0259664413328644,0.272648386983945,0.0952378322135221,0.924125920781135,0.968283413010852,ENSG00000151917,221336
BMPR1B,798.570778189198,0.496510447103767,0.415327854487244,1.1954662846217,0.231904901386351,0.503538204553595,ENSG00000138696,658
BRD2,5035.58032363783,0.371444421017767,0.155809726871719,2.38396169787001,0.0171273848971727,0.119193539881174,ENSG00000204256,6046
C16orf72,2312.97595116764,0.17759926339151,0.126842828107408,1.40015218866867,0.161467749675112,0.417356042174351,ENSG00000182831,29035
C18orf21,512.640297793575,-0.179857745334177,0.202924901585395,-0.886326635760319,0.375441539945859,0.6406773112685,ENSG00000141428,83608
C18orf25,1047.21765833525,-0.009669719735105,0.165537040030014,-0.0584142360727952,0.95341867538931,0.980480957950412,ENSG00000152242,147339
C1orf162,44.9464525904775,-0.782446786885869,0.342128629449448,-2.28699594110256,0.022196060008086,0.140630683195078,ENSG00000143110,128346
C1orf226,713.883359383288,2.20730331666642,0.642080266429389,3.43773735477223,0.0005865963670095,0.012712802178541,ENSG00000239887,400793
C6orf118,597.740092980931,2.1944050987831,0.690405086975073,3.1784312430223,0.00148074333359108,0.0243348476796745,ENSG00000112539,168090
CA13,110.777241701247,0.438722522327479,0.379121352604434,1.15720868612017,0.247187109785009,0.519422271758729,ENSG00000185015,100507258
CA2,302.375140242803,0.708146535343365,0.719990439895721,0.983549914143206,0.325336861852954,0.596666734749452,ENSG00000104267,760
CA3,41.5692707369893,2.97914573698409,0.880606078472511,3.38306288113714,0.000716822176420507,0.0146267472645185,ENSG00000164879,761
CA8,1193.15937922237,-2.01163570375233,0.57541687250141,-3.49596231860128,0.000472355398803625,0.0109574447399891,ENSG00000178538,767
CACNA1E,3310.8427767747,-0.958970584960433,0.592800209947053,-1.61769609536084,0.10572810790548,0.334627064377826,ENSG00000198216,777
CADM3,5217.33528249102,0.424113025360342,0.455681068942831,0.930723381474402,0.351996671696244,0.62087357038974,ENSG00000162706,57863
CALCOCO2,754.446181049504,0.964242690985298,0.393658445701957,2.44943986725827,0.0143078598284283,0.107653716419921,ENSG00000136436,10241
CALM1,19703.6348676845,-0.536949343493356,0.348675651997927,-1.53996799150331,0.123568155849404,0.36337000080077,ENSG00000198668,808
CAMKK1,287.937184465811,-0.0776928279379285,0.509433480663022,-0.152508287906033,0.878786054098025,0.94974368566355,ENSG00000004660,84254
CASC3,2728.158839681,-0.0554810980908124,0.138058143816197,-0.401867622997141,0.687781451697078,0.854590643305607,ENSG00000108349,102466986
CASQ1,87.551153882493,0.670426673860811,0.391223151723701,1.71366819910059,0.0865896805136182,0.300505953241982,ENSG00000143318,844
CBX1,4591.63300702681,0.553585006353483,0.190363347167076,2.90804408827514,0.00363697058847217,0.0458640632989912,ENSG00000108468,10951
CCP110,2446.63830267259,-0.109463344458081,0.129262830434693,-0.846827692771162,0.397091170231107,0.660407777534048,ENSG00000103540,9738
CD46,3433.78879820797,-0.211740097243498,0.205992556695594,-1.02790169043048,0.303996074318321,0.57603334124946,ENSG00000117335,4179
CDC6,364.262046837988,0.876523247654375,0.58067267018262,1.50949630086553,0.131171999906182,0.374905784628881,ENSG00000094804,990
CDCA7L,255.207309344035,0.945658234331416,0.805647925248542,1.17378597361829,0.240480763576904,0.513436707192398,ENSG00000164649,55536
CDK5RAP3,1571.30704202913,0.827473052264888,0.183879572028752,4.50008145622343,6.79274277627398e-06,0.00043923318480588,ENSG00000108465,80279
CDKN2AIP,890.991628824176,0.104635575742478,0.242514268573195,0.431461523307845,0.66613282376215,0.84399587114748,ENSG00000168564,55602
CDKN2C,56.1950980178284,1.03092457466569,0.458984257343004,2.24610007461599,0.0246975985787775,0.149667699661126,ENSG00000123080,1031
CDR2,343.673099794045,0.401908095538507,0.204610196744351,1.96426229940372,0.0494996813562284,0.222266213484325,ENSG00000140743,101060399
CDRT4,45.3444377985597,-0.868431859605434,0.571180529053299,-1.52041572748429,0.128406524159469,0.370392029272927,ENSG00000239704,284040
CDYL2,390.847692531275,1.22885667035003,0.500683513433168,2.45435816714597,0.0141136328432182,0.106699192342289,ENSG00000166446,124359
CEP57,2869.98676554035,-0.216570787040681,0.197027280558015,-1.09919188057266,0.271684379550776,0.544907201751139,ENSG00000166037,9702
CEPT1,1026.23979882927,0.200363807021968,0.162158924122114,1.23560148235249,0.21660673343431,0.487324079553434,ENSG00000134255,10390
CERK,2825.7471121776,0.265191792294465,0.217600757373805,1.21870803895643,0.222955025696549,0.493973085127889,ENSG00000100422,101927622
CHD7,4976.62640826152,0.558460714556246,0.361218080018776,1.54604862117427,0.122092825820893,0.36090992146931,ENSG00000171316,55636
CHPT1,422.501952549631,-0.193101356445138,0.168148436338185,-1.14839816920311,0.250804229144566,0.522181590992432,ENSG00000111666,56994
CHTOP,2158.78617949184,0.0341897361233073,0.181223974069094,0.188660116846749,0.850359212314573,0.936030171503184,ENSG00000160679,26097
CMPK1,3461.13447904105,-0.0743704259043028,0.15044051377228,-0.494351049723724,0.621058277909579,0.816287994437908,ENSG00000162368,51727
CMPK2,68.9880373966598,-0.255897085904713,0.364110552473657,-0.702800520792998,0.482180072630202,0.725681073915817,ENSG00000134326,129607
COG7,654.10035456882,0.469452038574413,0.269517865480996,1.74182159589534,0.0815396665823838,0.290586849026363,ENSG00000168434,91949
COIL,1152.76985028452,-0.0326290780179971,0.160074669922767,-0.203836609713079,0.838481182984817,0.930073710078185,ENSG00000121058,8161
COL11A1,2881.34756896668,1.0324094473756,0.568591257326188,1.81573218735462,0.0694114640490835,0.265957848966834,ENSG00000060718,1301
COL21A1,1029.23023231904,6.86971198209304,1.50509588012142,4.56430189785575,5.01159174494139e-06,0.000353958582438108,ENSG00000124749,81578
COL9A1,85.5344677093665,1.25542340243518,0.370662793862122,3.38696902743946,0.000706693654896628,0.0145325365029046,ENSG00000112280,1297
COPA,7455.66351303566,0.300188855568713,0.195165161049637,1.53812726592307,0.124017500481823,0.364076032291563,ENSG00000122218,1314
COPB1,4729.29067726094,0.275265437691391,0.194514842091017,1.41513847854648,0.157027898245917,0.411898711739979,ENSG00000129083,1315
COPZ2,26.5885870714118,2.06717626883155,0.707099320197082,2.92345956188359,0.00346165185810196,0.0442610238386948,ENSG00000005243,51226
COQ7,1435.1524863017,-0.332923171774591,0.243894572316464,-1.36502903124309,0.172243925648638,0.431902007562113,ENSG00000167186,10229
CRADD,202.314194040571,0.287154982887327,0.204070395607323,1.40713689525,0.159386799500057,0.415337115270643,ENSG00000169372,8738
CREB3L4,143.254437447149,1.00973612910621,0.297103183930614,3.39860420123274,0.000677306565451816,0.0141116436389263,ENSG00000143578,148327
CREG2,979.728787530833,-1.17278959201568,0.736039186301616,-1.59337928447616,0.111075130053537,0.343354664837888,ENSG00000175874,200407
CRTC2,195.506948048478,0.0865299850743476,0.2537083909443,0.341060793268539,0.733057815948766,0.87785056166127,ENSG00000160741,200186
CSDE1,22087.0831080659,0.154487687802736,0.153399308905135,1.00709507041048,0.313889089917496,0.585835783942752,ENSG00000009307,7812
CSMD2,351.562548026265,-0.646091376319734,0.968724281182863,-0.666950740133015,0.504803598876528,0.741231222622141,ENSG00000121904,114784
CTC1,542.960033638715,-0.0427969968446898,0.268705511622686,-0.159271004849298,0.873455363909168,0.947347771523238,ENSG00000178971,80169
CTNS,296.541265255498,0.471175103223196,0.224809552271826,2.09588559944054,0.0360923404657003,0.186343857288619,ENSG00000040531,1497
CTTNBP2NL,3096.00870012127,0.274604666817631,0.271214558273926,1.01249972923755,0.311299176088899,0.583019552345172,ENSG00000143079,55917
CUEDC1,1245.42278324787,0.712556328798437,0.200314476500092,3.55718838322756,0.000374845352141203,0.00936363689648726,ENSG00000180891,404093
CYP2R1,861.829444559459,-0.313177342226951,0.312770996854132,-1.00129917855845,0.316682189922561,0.588831489429069,ENSG00000186104,120227
CYP4X1,103.455435238773,-1.43609517265066,0.962553780988789,-1.49196356714263,0.135708696614912,0.381257427494105,ENSG00000186377,260293
DBR1,574.487751985875,0.110895628817378,0.189491174368342,0.585228463473522,0.558394108494322,0.778294995223702,ENSG00000138231,51163
DCAF8,1362.24916052494,0.16962575710415,0.249691898379072,0.679340251747499,0.496922297831899,0.735833211646624,ENSG00000132716,50717
DCTD,796.576835536461,0.750851750121968,0.424341664494313,1.76945092350702,0.0768186538441361,0.281742261229947,ENSG00000129187,1635
DCTN5,3692.19098431043,-0.07317918460472,0.161320972565068,-0.453624742283299,0.650098942077649,0.834369821224699,ENSG00000166847,84516
DDR2,527.286714079357,1.01269845977014,0.517214854338402,1.95798409747056,0.0502318787372167,0.223955710893368,ENSG00000162733,4921
DDX20,1236.67659779231,0.348536795108358,0.149915669249037,2.32488569643361,0.0200780730119485,0.131619962345088,ENSG00000064703,11218
DENND2C,35.1294385257975,0.122269362591166,0.784670744440847,0.155822507029103,0.876172929281504,0.948474581916768,ENSG00000175984,163259
DENND4B,740.861873233924,-0.270721127401962,0.389917559974968,-0.694303502051414,0.487491895234737,0.729802288570049,ENSG00000198837,9909
DNAH11,290.838945119557,4.2260604805288,0.98244919518087,4.30155625477486,1.69602702454838e-05,0.000873067620814699,ENSG00000105877,8701
DRAM1,63.9153399090818,-0.0701244814976374,0.74271742828364,-0.0944160980033678,0.924778628570916,0.968486123557614,ENSG00000136048,55332
DRAM2,561.154196737241,0.300849723995978,0.261441264049216,1.15073542460896,0.249841098153271,0.521461838254914,ENSG00000156171,128338
DST,37271.1137225312,0.14219674871582,0.255513021890415,0.556514684315406,0.577859058844486,0.790521319273562,ENSG00000151914,667
DUSP22,780.55118824526,0.199190712947035,0.183043352803965,1.08821604224199,0.276499744304631,0.549503009136018,ENSG00000112679,100653247
DYNLRB2,61.9629878307208,4.43969201995195,1.11093699821919,3.99634905225832,6.43268661716494e-05,0.00248218026198278,ENSG00000168589,83657
DYRK2,4073.92733882712,0.106164497627396,0.25361667189884,0.418602203209031,0.675506879144394,0.848755956423763,ENSG00000127334,8445
DZIP1L,310.198940956449,1.78517861378137,0.742105560429678,2.40555887055711,0.0161477500015464,0.115283470302857,ENSG00000158163,199221
E2F5,1000.56637221688,0.680080231086087,0.365704251290963,1.8596454065966,0.0629357106618849,0.253011578810298,ENSG00000133740,1875
E2F8,73.9276405219006,1.63971312061414,0.734037007355911,2.23382895437464,0.025494329631913,0.152279369870357,ENSG00000129173,79733
EARS2,1129.1202849154,0.199219872808343,0.160476024368682,1.24143075946753,0.214446661959979,0.484485313687383,ENSG00000103356,124454
EEA1,1935.81952923727,-0.38196780428293,0.169040793857563,-2.25961908700443,0.023844901947766,0.146482880694392,ENSG00000102189,8411
EEF2K,906.561788309087,-0.0367378331388058,0.16138881204468,-0.227635563291927,0.819929570173781,0.920553940000662,ENSG00000103319,101930123
EFCAB11,194.974011351942,0.695165633130569,0.409425995138198,1.69790301882498,0.0895260674132088,0.305689655508325,ENSG00000140025,90141
EFCAB14,1410.17444177814,0.406052581675447,0.314119330323781,1.29266983110178,0.196125276303121,0.462787007253592,ENSG00000159658,9813
EFHC1,2586.09056445958,1.37422750698558,0.451816199821025,3.04156315672158,0.00235353185564609,0.0338289911970548,ENSG00000096093,114327
EGFLAM,52.6440800871228,0.536267479888027,0.391276375307705,1.37055931236917,0.170512373919598,0.429941910469767,ENSG00000164318,133584
EIF3M,3794.00044003284,0.141394254086915,0.186345210227967,0.758775897239,0.447986626229479,0.698795265319911,ENSG00000149100,10480
ELAVL4,2504.85600882025,-0.175054304365788,0.859333424752595,-0.203709409320587,0.838580588804845,0.930098088968327,ENSG00000162374,1996
ELF2,2222.6072539562,0.25605718512928,0.211505372346801,1.21064151840753,0.226032824778971,0.497394036612303,ENSG00000109381,1998
ELMO1,810.3437175194,-0.400360446466411,0.3928470491222,-1.01912550281592,0.308143388168639,0.580298699263235,ENSG00000155849,9844
ELOVL5,2744.52461939695,-0.0448405923597115,0.144464012378872,-0.310392821169277,0.756262252628744,0.889617667035804,ENSG00000012660,60481
ELP2,2640.87162436352,0.132641698557269,0.135249353350242,0.980719650568537,0.326731010741617,0.597998890630056,ENSG00000134759,55250
EMC6,154.182315501476,0.408819469574667,0.228654026379711,1.78793908004824,0.0737858369716979,0.275273022665519,ENSG00000127774,83460
EML5,1856.0065069124,-0.81219500634421,0.422563026373315,-1.92206832035199,0.0545971616513035,0.235059006376466,ENSG00000165521,161436
EN1,35.5733776971786,-0.705750386790851,0.934172006585548,-0.755482268592492,0.449959667450589,0.700660985163225,ENSG00000163064,2019
EPDR1,882.793499045247,1.12352284987807,0.412315903081349,2.72490787156565,0.00643194316887189,0.0660192228981396,ENSG00000086289,54749
EPG5,2402.17125710312,-0.193758071758737,0.163874114503721,-1.18235922949465,0.237063193195163,0.509907760809889,ENSG00000152223,57724
EPHA5,10988.5454098549,-1.17616229427663,0.65083452994733,-1.80716025373119,0.0707372961473605,0.26880172535997,ENSG00000145242,2044
EPS15,5663.7198019812,-0.467416291086421,0.277649718680684,-1.68347475123496,0.0922832231645126,0.311562550706651,ENSG00000085832,2060
EPS8,1478.75051426778,0.395559482916812,0.253393102760735,1.56105070977531,0.118511786567761,0.355347131969961,ENSG00000151491,2059
ETAA1,842.659263716185,0.24931477136743,0.301671807654372,0.826443721426802,0.408552430463307,0.668691477158751,ENSG00000143971,54465
ETV3,752.448521043401,-0.0758705354408317,0.217233822479449,-0.349257470935537,0.726896023742299,0.874892810936214,ENSG00000117036,2117
EXOC2,2786.40163648017,0.00457092661913736,0.152100255059151,0.0300520641294108,0.976025530728511,0.989464023048592,ENSG00000112685,55770
F11R,93.4293840845267,1.35146147338967,0.621143578171941,2.17576341587093,0.0295729555548388,0.165987655693444,ENSG00000158769,50848
FAF1,1996.35393330518,-0.300645003718133,0.238292971198093,-1.26166123241716,0.207070712422505,0.475323564341045,ENSG00000185104,11124
FAM135A,2861.47080313245,0.255487655809778,0.292186914200802,0.874398008235909,0.381901541704418,0.646426924835059,ENSG00000082269,57579
FAM13A,774.897967320657,0.113174807438628,0.305223115769508,0.370793696779155,0.710791196484944,0.866237278104816,ENSG00000138640,10144
FAM76B,1178.96039072038,0.0453442397766931,0.171822600742329,0.263901486654208,0.791855830060693,0.907221659976843,ENSG00000077458,143684
FAN1,1812.70026768574,0.0315064122951519,0.146124153318822,0.215613993850897,0.829288646851003,0.925315459442657,ENSG00000198690,22909
FBXO9,1174.26770275887,-0.193718434101426,0.183460271265332,-1.05591490062313,0.291007095846741,0.563884166860375,ENSG00000112146,26268
FDX1,441.799719935696,0.497219532034858,0.259702049230967,1.91457685261719,0.0555464894538341,0.236826040465134,ENSG00000137714,2230
FHOD3,2702.41879433858,-0.157457500816061,0.227070870320615,-0.693428886733631,0.48804043931184,0.730018169745527,ENSG00000134775,80206
FKBPL,142.373560435253,0.485024115869907,0.21727396709658,2.23231582849642,0.0255940964638805,0.152608028805272,ENSG00000204315,63943
FOXC1,47.618048399334,5.58077754287558,1.38253341834184,4.03663120821266,5.42242053783178e-05,0.00216268002997119,ENSG00000054598,2296
FOXN3,2747.21202656082,0.0670218735072129,0.203372292705344,0.329552627920252,0.741738022009944,0.881872996007915,ENSG00000053254,1112
FOXN3-AS1,20.8555604767418,0.680428901236544,0.599873528048945,1.13428726126589,0.256674070883131,0.528835941667613,ENSG00000258920,400236
GABBR1,3716.20724716597,-0.768656714518706,0.492517321485265,-1.56066940387132,0.118601773867661,0.355371047430992,ENSG00000204681,2550
GALNT1,3615.23933354411,-0.25769163549756,0.168194149375779,-1.53210820027887,0.125495736513744,0.365954696879782,ENSG00000141429,2589
GATAD2B,1858.23165829883,-0.544985452109897,0.231656922309355,-2.35255414203476,0.0186449752150841,0.125699973531011,ENSG00000143614,57459
GCLC,652.682126856376,0.355625374533774,0.285836092122905,1.24415839823636,0.213441271534992,0.483372529350789,ENSG00000001084,2729
GDE1,1914.10719083999,0.341397905318654,0.241618813186637,1.41296077410554,0.157667257982643,0.412889174485335,ENSG00000006007,51573
GGA2,1208.44288922629,0.456007407261429,0.274086003036558,1.66373839674186,0.0961647195081457,0.318104956599917,ENSG00000103365,23062
GMDS,212.180864145737,-0.0791287197982461,0.370108573140377,-0.213798667582428,0.830704064047219,0.925904755244214,ENSG00000112699,2762
GNPTAB,3913.63526074473,-0.648143551352628,0.420841455132122,-1.54011336917639,0.123532721523871,0.363355852067797,ENSG00000111670,79158
GOLGA2P7,424.015554846126,0.884255439958584,0.169935961125033,5.20346272857444,1.95608998223208e-07,2.56463930211876e-05,ENSG00000225151,101929847
GOLGA6L4,30.704023598435,-1.23283722701239,0.373452626012208,-3.3011877307621,0.000962764398139769,0.0179747041836134,ENSG00000184206,NA
GPAM,1853.59827079132,-0.0480326916923702,0.179237741463287,-0.267983134022075,0.788712301169301,0.905862531170684,ENSG00000119927,57678
GPR39,47.306782019428,-0.501486610959371,0.523337067851037,-0.95824783254626,0.337937802614819,0.608098422342453,ENSG00000183840,2863
GPRC5B,1624.25988816207,0.520384987583761,0.225921192789947,2.30339164359669,0.0212568174939061,0.136965934278546,ENSG00000167191,51704
GPRIN3,3890.55387823586,-0.410749193191481,0.357995646784933,-1.14735806672599,0.251233664448,0.522327474421214,ENSG00000185477,285513
GRAMD4,982.093278223488,0.394458283000964,0.269985267422437,1.46103632530352,0.14400547286916,0.393120197475905,ENSG00000075240,23151
GRIN2A,428.440371999976,2.79023435454997,0.93091200487638,2.99731267824879,0.00272371191465049,0.0374703811284468,ENSG00000183454,2903
GRIP1,2477.88488716463,-0.264051212439744,0.292724487351973,-0.902046886573748,0.36703196153262,0.634518502158563,ENSG00000155974,23426
GSDMB,278.531674670216,-0.578109013032598,0.233592257700629,-2.47486375928392,0.0133287010231594,0.102929841842042,ENSG00000073605,55876
GSTA4,3733.01622631813,-0.239614158218114,0.251837992206532,-0.951461517456853,0.341370144695014,0.61144651700184,ENSG00000170899,2941
GTF2H1,1585.9331550417,0.0213528712815438,0.15640472665453,0.136523184038476,0.891407697924243,0.954707300828388,ENSG00000110768,2965
GUSBP4,60.3922730399228,0.271153120881863,0.419883728145195,0.64578144544839,0.518420905958751,0.751260779146747,ENSG00000239650,NA
HAUS1,706.744084481998,0.518581275863699,0.234051062048148,2.21567580734591,0.026713712924539,0.156413304074077,ENSG00000152240,115106
HCN1,556.291491702862,-0.466589484160434,0.470983937700559,-0.990669631831652,0.321846924395938,0.593915191511665,ENSG00000164588,348980
HELB,151.210330986849,0.886780651020596,0.354107775149655,2.50426766440195,0.0122705165687336,0.0985462593499307,ENSG00000127311,92797
HERC2P10,78.2265518305492,3.8202741156246,0.688127408736283,5.55169590271135,2.82911430258375e-08,5.04794823418158e-06,ENSG00000259845,390561
HLA-A,415.945425525454,1.20780156039555,0.229324666180234,5.26677561778852,1.38840734680817e-07,1.91559853180841e-05,ENSG00000206503,3105
HMGA2,117.27404760075,0.0572004159817781,0.998316902098647,0.057296852193459,0.954308727821437,0.980735826180344,ENSG00000149948,8091
HPS5,1264.58657383782,-0.0324184677349382,0.142025796255114,-0.228257602419679,0.819445982898036,0.920272236058553,ENSG00000110756,11234
HSD17B7,600.08052028864,-0.519576229175199,0.287457612848602,-1.80748815112734,0.0706862005153647,0.268693612755105,ENSG00000132196,51478
IER5,594.105286245325,1.17375620638891,0.4746729850824,2.4727680809245,0.0134071116574921,0.103300054137644,ENSG00000162783,51278
IFI16,76.3365592400598,0.263086380690901,0.699390662104358,0.376165131944019,0.706794135628156,0.864072503765305,ENSG00000163565,3428
IGF2R,3350.88052645081,0.152278790761088,0.312878973591642,0.486701899501359,0.626469598931406,0.820234485640894,ENSG00000197081,3482
IGFBP4,188.066022593242,0.124641875865259,0.350575502481164,0.355535041619047,0.722188797998885,0.872149897448638,ENSG00000141753,3487
IGSF22,23.5969067740925,-1.43502554294374,0.763864497324413,-1.87863887897684,0.0602938186912836,0.247176624188144,ENSG00000179057,283284
IGSF8,613.475376945435,-0.266050822510721,0.416059801842341,-0.639453322172991,0.522528070213704,0.754590901842113,ENSG00000162729,93185
IGSF9,132.383602625924,0.551988529807381,0.228256427737923,2.41828252232685,0.0155939640163654,0.113030042783252,ENSG00000085552,57549
IL1R1,51.2241498979134,3.0629626920774,1.01773829751592,3.00957790382205,0.00261610978268097,0.0364140139320394,ENSG00000115594,3554
ILF2,6437.79073956623,0.433601527359522,0.16463898176363,2.63365044362359,0.0084472403835811,0.0781542949881814,ENSG00000143621,3608
ING2,268.697561323484,0.0061178376045866,0.232797167642019,0.0262796908852183,0.9790342536426,0.990808216691225,ENSG00000168556,3622
INO80C,175.718523433849,-0.437734196032524,0.315805592366509,-1.38608753807155,0.165720175167226,0.423292946374038,ENSG00000153391,125476
INTS3,2920.14595144863,0.425068472630278,0.23143818998621,1.83663928868267,0.0662631632616173,0.260303116596828,ENSG00000143624,65123
IQCK,515.08728232453,1.17319890482926,0.384634064952282,3.05016900927588,0.00228712622363632,0.0331354044036102,ENSG00000174628,124152
ITGAE,268.822599215228,0.247932976090852,0.19763364812939,1.25450791622554,0.209657450219558,0.478540054935109,ENSG00000083457,3682
ITPRIPL2,238.099751880875,0.73944044415888,0.519947656406492,1.42214400824376,0.154984449334629,0.409082809515189,ENSG00000205730,162073
JTB,1097.35462787765,0.22959404248209,0.209677904208616,1.09498443981803,0.273523453484435,0.546241275320972,ENSG00000143543,10899
KCNA2,247.531558454626,0.335165564839921,0.489192758958556,0.685140077611649,0.493255532213252,0.733194302220651,ENSG00000177301,3737
KCNA3,265.194679152742,-1.44067795275806,0.706882622580392,-2.03807238534035,0.0415426943524039,0.201770298746806,ENSG00000177272,3738
KCND3,1598.42831010112,0.123152535751205,0.281744273160373,0.437107503090596,0.662033386137996,0.841259894364412,ENSG00000171385,3752
KCNJ10,85.098541263968,-2.14341631323581,0.490342033072531,-4.37126774509817,1.23527203033068e-05,0.000683315630577562,ENSG00000177807,3766
KCNJ9,400.531355170779,-1.25275791340378,0.66828899478559,-1.87457510624683,0.060851200537084,0.248099834667442,ENSG00000162728,3765
KCNK13,37.40001717688,1.78071006962309,0.895333933505581,1.98887811908448,0.0467146574692442,0.215451023340298,ENSG00000152315,56659
KHDRBS2,1101.79710271657,1.03843068121029,0.252695135415123,4.10942094118423,3.96652477447156e-05,0.00168717951223445,ENSG00000112232,202559
KIAA1586,1767.1339623332,-0.106238307243389,0.221939501076662,-0.478681382665143,0.632165312261335,0.823956031411427,ENSG00000168116,57691
KLF13,1631.37871944983,0.252046252946737,0.274122595843825,0.919465439070681,0.357852174813576,0.625667867125983,ENSG00000169926,51621
KLHL31,25.7691150256256,0.255152743274038,0.414252061927525,0.615935964414531,0.537936783949287,0.764463609791038,ENSG00000124743,401265
KNOP1,1105.74964341335,0.212638724916831,0.187712864422203,1.1327871724261,0.257303639578837,0.529351770337701,ENSG00000103550,400506
KRBA2,137.897991769791,0.129469356561336,0.279811867628435,0.462701448865136,0.643578379613916,0.830402268737377,ENSG00000184619,124751
KRT10,105.216738729663,0.153312058455391,0.229008493334227,0.669460141950452,0.503201998040773,0.74019008340083,ENSG00000186395,3858
KRT222,33.4338832689634,-2.27270508516809,1.20906279867493,-1.8797245996311,0.0601456211666297,0.247001679407373,ENSG00000213424,125113
LDHA,1662.50005364,-0.103157914598008,0.202452202356493,-0.509542071645927,0.610372316415932,0.810773426067564,ENSG00000134333,3939
LGI2,2250.27830814304,-2.00237034110276,0.484628907742379,-4.13176001083119,3.59996171978674e-05,0.00157912553738002,ENSG00000153012,55203
LIFR,9591.65701665442,0.72987116381636,0.295975426647141,2.46598568024536,0.0136636796557473,0.104294879996957,ENSG00000113594,3977
LINC00324,102.116620991212,-0.352707841507083,0.372746363367728,-0.946240865559092,0.344025747093561,0.613379038638414,ENSG00000178977,284029
